REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
EASTERN,MANYA KROBO,2010,RICE,"1,000.00",3,"3,000.00"
EASTERN,BIRIM SOUTH,2010,CASSAVA,"13,800.00",18,"248,400.00"
EASTERN,WEST AKIM,2010,CASSAVA,"14,000.00",19,"266,000.00"
EASTERN,SUHUM KRABOA COALTAR,2010,CASSAVA,"11,000.00",25,"275,000.00"
EASTERN,AKUAPIM SOUTH,2010,CASSAVA,"6,700.00",25,"167,500.00"
EASTERN,AKUAPIM NORTH,2010,CASSAVA,"10,900.00",25,"272,500.00"
EASTERN,NEW JUABEN,2010,CASSAVA,"4,400.00",17,"74,800.00"
EASTERN,YILO KROBO,2010,CASSAVA,"10,700.00",16,"171,200.00"
EASTERN,EAST AKIM,2010,CASSAVA,"7,600.00",20,"152,000.00"
EASTERN,ATIWA,2010,CASSAVA,"8,800.00",20,"176,000.00"
EASTERN,KWAEBIBIREM,2010,CASSAVA,"8,400.00",19,"159,600.00"
EASTERN,BIRIM NORTH,2010,CASSAVA,"11,600.00",18,"208,800.00"
EASTERN,KWAHU WEST,2010,CASSAVA,"8,000.00",27.5,"220,000.00"
EASTERN,KWAHU WEST,2010,CASSAVA,"11,550.00",13.5,"155,925.00"
EASTERN,FANTEAKWA,2010,CASSAVA,"18,600.00",19,"353,400.00"
EASTERN,AFRAM PLAINS,2010,CASSAVA,"17,800.00",19.5,"347,100.00"
EASTERN,ASUOGYAMAN,2010,CASSAVA,"11,100.00",17,"188,700.00"
EASTERN,MANYA KROBO,2010,CASSAVA,"10,700.00",17,"181,900.00"
EASTERN,BIRIM SOUTH,2010,YAM,900,17,"15,300.00"
EASTERN,WEST AKIM,2010,YAM,"1,500.00",18,"27,000.00"
EASTERN,SUHUM KRABOA COALTAR,2010,YAM,200,16,"3,200.00"
EASTERN,AKUAPIM SOUTH,2010,YAM,200,16,"3,200.00"
EASTERN,AKUAPIM NORTH,2010,YAM,150,12.6,"1,890.00"
EASTERN,NEW JUABEN,2010,YAM,100,16,"1,600.00"
EASTERN,YILO KROBO,2010,YAM,"1,500.00",16,"24,000.00"
EASTERN,EAST AKIM,2010,YAM,400,14,"5,600.00"
EASTERN,ATIWA,2010,YAM,450,15,"6,750.00"
EASTERN,KWAEBIBIREM,2010,YAM,250,15,"3,750.00"
EASTERN,BIRIM NORTH,2010,YAM,"1,500.00",14,"21,000.00"
EASTERN,KWAHU WEST,2010,YAM,"1,200.00",15,"18,000.00"
EASTERN,KWAHU WEST,2010,YAM,"1,000.00",16,"16,000.00"
EASTERN,FANTEAKWA,2010,YAM,"2,000.00",14,"28,000.00"
EASTERN,AFRAM PLAINS,2010,YAM,"25,000.00",19.6,"490,000.00"
EASTERN,ASUOGYAMAN,2010,YAM,"1,400.00",15,"21,000.00"
EASTERN,MANYA KROBO,2010,YAM,"1,400.00",19,"26,600.00"
VOLTA,NORTH TONGU,2010,MAIZE,"1,750.00",1.2,"2,100.00"
VOLTA,SOUTH TONGU (SOGAKOPE),2010,MAIZE,"1,630.00",0.95,"1,548.50"
VOLTA,AKATSI,2010,MAIZE,"2,770.00",1.47,"4,071.90"
VOLTA,KETA,2010,MAIZE,720,1,720
VOLTA,KETU,2010,MAIZE,"11,430.00",1.4,"16,002.00"
VOLTA,NORTH DAYI (KPANDO),2010,MAIZE,"2,760.00",1.39,"3,836.40"
VOLTA,SOUTH DAYI,2010,MAIZE,"2,040.00",1.4,"2,856.00"
VOLTA,HOHOE MUNICIPAL,2010,MAIZE,"7,260.00",2.23,"16,189.80"
VOLTA,JASIKAN,2010,MAIZE,"3,360.00",2.21,"7,425.60"
VOLTA,KADJEBI,2010,MAIZE,"3,190.00",2.23,"7,113.70"
VOLTA,NKWANTA,2010,MAIZE,"6,330.00",2.35,"14,875.50"
VOLTA,KRACHI WEST,2010,MAIZE,"2,290.00",2.36,"5,404.40"
VOLTA,KRACHI EAST,2010,MAIZE,"1,620.00",2.45,"3,969.00"
VOLTA,HO MUNICIPAL,2010,MAIZE,"2,790.00",1.42,"3,961.80"
VOLTA,ADAKLU ANYIGBE,2010,MAIZE,"2,130.00",1.79,"3,812.70"
VOLTA,NORTH TONGU,2010,RICE,"2,090.00",3.1,"6,479.00"
VOLTA,SOUTH TONGU (SOGAKOPE),2010,RICE,130,1.66,215.8
VOLTA,KETU,2010,RICE,"2,220.00",5,"11,100.00"
VOLTA,NORTH DAYI (KPANDO),2010,RICE,470,2.44,"1,146.80"
VOLTA,SOUTH DAYI,2010,RICE,310,1.09,337.9
VOLTA,HOHOE MUNICIPAL,2010,RICE,"7,110.00",3.09,"21,969.90"
VOLTA,JASIKAN,2010,RICE,"2,130.00",2.95,"6,283.50"
VOLTA,KADJEBI,2010,RICE,"2,090.00",3.2,"6,688.00"
VOLTA,NKWANTA,2010,RICE,"2,280.00",2.84,"6,475.20"
VOLTA,KRACHI WEST,2010,RICE,"1,170.00",1.71,"2,000.70"
VOLTA,KRACHI EAST,2010,RICE,"1,200.00",2.68,"3,216.00"
VOLTA,HO MUNICIPAL,2010,RICE,400,2.12,848
VOLTA,ADAKLU ANYIGBE,2010,RICE,260,1.8,468
VOLTA,NORTH TONGU,2010,CASSAVA,"2,550.00",11.02,"28,101.00"
VOLTA,SOUTH TONGU (SOGAKOPE),2010,CASSAVA,"2,310.00",10.9,"25,179.00"
VOLTA,AKATSI,2010,CASSAVA,"2,780.00",12.4,"34,472.00"
VOLTA,KETA,2010,CASSAVA,"1,290.00",8.61,"11,106.90"
VOLTA,KETU,2010,CASSAVA,"12,890.00",13.83,"178,268.70"
VOLTA,NORTH DAYI (KPANDO),2010,CASSAVA,"1,770.00",11.04,"19,540.80"
VOLTA,SOUTH DAYI,2010,CASSAVA,"1,450.00",11.56,"16,762.00"
VOLTA,HOHOE MUNICIPAL,2010,CASSAVA,"9,120.00",8.63,"78,705.60"
VOLTA,JASIKAN,2010,CASSAVA,"6,540.00",16.51,"107,975.40"
VOLTA,KADJEBI,2010,CASSAVA,"4,500.00",14.42,"64,890.00"
VOLTA,NKWANTA,2010,CASSAVA,"31,020.00",18.21,"564,874.20"
VOLTA,KRACHI WEST,2010,CASSAVA,"11,310.00",15.88,"179,602.80"
VOLTA,KRACHI EAST,2010,CASSAVA,"9,510.00",15.79,"150,162.90"
VOLTA,HO MUNICIPAL,2010,CASSAVA,"4,010.00",13.3,"53,333.00"
VOLTA,ADAKLU ANYIGBE,2010,CASSAVA,"1,360.00",11.8,"16,048.00"
VOLTA,NORTH DAYI (KPANDO),2010,YAM,"1,210.00",8.65,"10,466.50"
VOLTA,SOUTH DAYI,2010,YAM,40,9.12,364.8
VOLTA,HOHOE MUNICIPAL,2010,YAM,"1,490.00",8.42,"12,545.80"
VOLTA,JASIKAN,2010,YAM,"1,230.00",11.2,"13,776.00"
VOLTA,KADJEBI,2010,YAM,"1,060.00",10.31,"10,928.60"
VOLTA,NKWANTA,2010,YAM,"8,620.00",17.55,"151,281.00"
VOLTA,KRACHI WEST,2010,YAM,"5,630.00",14,"78,820.00"
VOLTA,KRACHI EAST,2010,YAM,"6,160.00",14.22,"87,595.20"
VOLTA,HO MUNICIPAL,2010,YAM,810,9.9,"8,019.00"
VOLTA,ADAKLU ANYIGBE,2010,YAM,100,8.13,813
VOLTA,NKWANTA,2010,SOYABEAN,610,1.2,732
VOLTA,KRACHI WEST,2010,SOYABEAN,"2,510.00",1.13,"2,836.30"
VOLTA,KRACHI EAST,2010,SOYABEAN,"1,240.00",1.11,"1,376.40"
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2010,MAIZE,"4,800.00",1.5,"7,200.00"
ASHANTI,AMANSIE CENTRAL,2010,MAIZE,"4,450.00",1.5,"6,675.00"
ASHANTI,AMANSIE WEST,2010,MAIZE,"2,950.00",1.5,"4,425.00"
ASHANTI,EJURA SEKYEREDUMASE,2010,MAIZE,"19,764.00",1.8,"35,575.20"
ASHANTI,SEKYERE WEST ,2010,MAIZE,"18,038.60",1.8,"32,469.48"
ASHANTI,SEKYERE EAST,2010,MAIZE,"11,200.00",1.7,"19,040.00"
ASHANTI,AFIGYA SEKYERE,2010,MAIZE,"8,500.00",1.5,"12,750.00"
ASHANTI,AHAFO ANO NORTH,2010,MAIZE,"12,800.00",1.5,"19,200.00"
ASHANTI,AHAFO ANO SOUTH,2010,MAIZE,"11,441.80",1.6,"18,306.88"
ASHANTI,ATWIMA MPONUA,2010,MAIZE,"3,700.00",1.5,"5,550.00"
ASHANTI,ATWIMA NWABIAGYA,2010,MAIZE,"5,724.00",1.7,"9,730.80"
ASHANTI,EJUSU JUABEN,2010,MAIZE,"3,600.00",1.5,"5,400.00"
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2010,MAIZE,"4,081.00",1.5,"6,121.50"
ASHANTI,KWABRE ,2010,MAIZE,"1,100.00",1.5,"1,650.00"
ASHANTI,OFFINSO,2010,MAIZE,"15,650.00",1.8,"28,170.00"
ASHANTI,ADANSI NORTH,2010,MAIZE,"3,650.00",1.6,"5,840.00"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2010,MAIZE,909.5,1.5,"1,364.25"
ASHANTI,ADANSI  SOUTH,2010,MAIZE,"3,670.00",1.5,"5,505.00"
ASHANTI,ASANTE AKIM NORTH,2010,MAIZE,"11,339.90",1.7,"19,277.83"
ASHANTI,ASANTE AKIM SOUTH,2010,MAIZE,"5,700.00",1.5,"8,550.00"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2010,MAIZE,381.75,1.5,572.63
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2010,RICE,370,2.5,925
ASHANTI,AMANSIE CENTRAL,2010,RICE,30,2.4,72
ASHANTI,AMANSIE WEST,2010,RICE,205,2.5,512.5
ASHANTI,EJURA SEKYEREDUMASE,2010,RICE,"2,800.00",2.8,"7,840.00"
ASHANTI,SEKYERE WEST ,2010,RICE,80,2.5,200
ASHANTI,SEKYERE EAST,2010,RICE,180,2.6,468
ASHANTI,AFIGYA SEKYERE,2010,RICE,165,2.5,412.5
ASHANTI,AHAFO ANO NORTH,2010,RICE,370,3,"1,110.00"
ASHANTI,AHAFO ANO SOUTH,2010,RICE,700,3.5,"2,450.00"
ASHANTI,ATWIMA MPONUA,2010,RICE,745,2.6,"1,937.00"
ASHANTI,ATWIMA NWABIAGYA,2010,RICE,400,3,"1,200.00"
ASHANTI,EJUSU JUABEN,2010,RICE,510,3.2,"1,632.00"
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2010,RICE,340,2.5,850
ASHANTI,KWABRE ,2010,RICE,135,2.4,324
ASHANTI,OFFINSO,2010,RICE,310,2.6,806
ASHANTI,ADANSI NORTH,2010,RICE,300,2.6,780
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2010,RICE,40,2.5,100
ASHANTI,ADANSI  SOUTH,2010,RICE,"1,700.00",2.5,"4,250.00"
ASHANTI,ASANTE AKIM NORTH,2010,RICE,360,2.6,936
ASHANTI,ASANTE AKIM SOUTH,2010,RICE,360,2.4,864
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2010,RICE,15,2.4,36
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2010,CASSAVA,"5,900.00",15,"88,500.00"
ASHANTI,AMANSIE CENTRAL,2010,CASSAVA,"5,730.00",14,"80,220.00"
ASHANTI,AMANSIE WEST,2010,CASSAVA,"3,100.00",13,"40,300.00"
ASHANTI,EJURA SEKYEREDUMASE,2010,CASSAVA,"3,300.00",12,"39,600.00"
ASHANTI,SEKYERE WEST ,2010,CASSAVA,"11,500.00",18,"207,000.00"
ASHANTI,SEKYERE EAST,2010,CASSAVA,"6,100.00",16,"97,600.00"
ASHANTI,AFIGYA SEKYERE,2010,CASSAVA,"6,900.00",13,"89,700.00"
ASHANTI,AHAFO ANO NORTH,2010,CASSAVA,"5,800.00",16,"92,800.00"
ASHANTI,AHAFO ANO SOUTH,2010,CASSAVA,"10,500.00",16,"168,000.00"
ASHANTI,ATWIMA MPONUA,2010,CASSAVA,"5,100.40",15,"76,506.00"
ASHANTI,ATWIMA NWABIAGYA,2010,CASSAVA,"6,000.00",16,"96,000.00"
ASHANTI,EJUSU JUABEN,2010,CASSAVA,"5,800.00",14,"81,200.00"
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2010,CASSAVA,"5,100.00",13,"66,300.00"
ASHANTI,KWABRE ,2010,CASSAVA,"5,700.00",13,"74,100.00"
ASHANTI,OFFINSO,2010,CASSAVA,"8,000.00",15,"120,000.00"
ASHANTI,ADANSI NORTH,2010,CASSAVA,"6,700.00",16,"107,200.00"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2010,CASSAVA,320,16,"5,120.00"
ASHANTI,ADANSI  SOUTH,2010,CASSAVA,"6,500.00",17,"110,500.00"
ASHANTI,ASANTE AKIM NORTH,2010,CASSAVA,"4,600.00",18,"82,800.00"
ASHANTI,ASANTE AKIM SOUTH,2010,CASSAVA,"7,100.00",16,"113,600.00"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2010,CASSAVA,468.33,12,"5,619.91"
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2010,YAM,315,13,"4,095.00"
ASHANTI,AMANSIE CENTRAL,2010,YAM,790,11,"8,690.00"
ASHANTI,AMANSIE WEST,2010,YAM,860,11,"9,460.00"
ASHANTI,EJURA SEKYEREDUMASE,2010,YAM,"10,000.00",16,"160,000.00"
ASHANTI,SEKYERE WEST ,2010,YAM,"7,500.00",14.5,"108,750.00"
ASHANTI,SEKYERE EAST,2010,YAM,"3,500.00",13.5,"47,250.00"
ASHANTI,AFIGYA SEKYERE,2010,YAM,"2,250.00",12.8,"28,800.00"
ASHANTI,AHAFO ANO NORTH,2010,YAM,800,12.5,"10,000.00"
ASHANTI,AHAFO ANO SOUTH,2010,YAM,450,12,"5,400.00"
ASHANTI,ATWIMA MPONUA,2010,YAM,480,13.8,"6,624.00"
ASHANTI,ATWIMA NWABIAGYA,2010,YAM,"1,300.00",11.4,"14,820.00"
ASHANTI,EJUSU JUABEN,2010,YAM,380,12,"4,560.00"
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2010,YAM,680,12,"8,160.00"
ASHANTI,KWABRE ,2010,YAM,200,10.2,"2,040.00"
ASHANTI,OFFINSO,2010,YAM,"1,050.00",14,"14,700.00"
ASHANTI,ADANSI NORTH,2010,YAM,600,10.8,"6,480.00"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2010,YAM,420,10,"4,200.00"
ASHANTI,ADANSI  SOUTH,2010,YAM,785,11,"8,635.00"
ASHANTI,ASANTE AKIM NORTH,2010,YAM,805,12.5,"10,062.50"
ASHANTI,ASANTE AKIM SOUTH,2010,YAM,275,12,"3,300.00"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2010,YAM,10,10,100
BRONG AHAFO, SUNYANI MUNICIPAL ,2010,MAIZE,"39,970.00",1.78,"71,146.60"
BRONG AHAFO,ASUTIFI,2010,MAIZE,"7,480.00",1.73,"12,940.40"
BRONG AHAFO, WENCHI MUNICIPAL ,2010,MAIZE,"13,440.00",2,"26,880.00"
BRONG AHAFO,DORMA AHENKRO,2010,MAIZE,"38,920.00",2.1,"81,732.00"
BRONG AHAFO,BEREKUM,2010,MAIZE,"11,050.00",2.11,"23,315.50"
BRONG AHAFO,TANO NORTH,2010,MAIZE,"5,190.00",2.2,"11,418.00"
BRONG AHAFO,TANO SOUTH,2010,MAIZE,"5,870.00",2.2,"12,914.00"
BRONG AHAFO,SENE,2010,MAIZE,"7,370.00",1.91,"14,076.70"
BRONG AHAFO,NKORANZA,2010,MAIZE,"39,380.00",2,"78,760.00"
BRONG AHAFO,TECHIMAN MUNICIPAL,2010,MAIZE,"15,690.00",2.09,"32,792.10"
BRONG AHAFO,ASUNAFO NORTH,2010,MAIZE,"5,710.00",1.8,"10,278.00"
BRONG AHAFO,ASUNAFO SOUTH,2010,MAIZE,"5,320.00",1.96,"10,427.20"
BRONG AHAFO,JAMAN NORTH,2010,MAIZE,"3,560.00",2,"7,120.00"
BRONG AHAFO,JAMAN SOUTH,2010,MAIZE,"6,020.00",2.2,"13,244.00"
BRONG AHAFO,KINTAMPO NORTH,2010,MAIZE,"25,840.00",2.3,"59,432.00"
BRONG AHAFO,KINTAMPO SOUTH,2010,MAIZE,"13,420.00",2.26,"30,329.20"
BRONG AHAFO,ATEBUBU -AMANTIN,2010,MAIZE,"1,690.00",2.2,"3,718.00"
BRONG AHAFO,PRU,2010,MAIZE,"2,760.00",1.9,"5,244.00"
BRONG AHAFO,TAIN,2010,MAIZE,"2,270.00",1.94,"4,403.80"
BRONG AHAFO,ASUTIFI,2010,RICE,180,2,360
BRONG AHAFO,DORMA AHENKRO,2010,RICE,990,1.28,"1,267.20"
BRONG AHAFO,TANO NORTH,2010,RICE,160,2.21,353.6
BRONG AHAFO,TANO SOUTH,2010,RICE,150,2.02,303
BRONG AHAFO,SENE,2010,RICE,"1,890.00",1.65,"3,118.50"
BRONG AHAFO,ASUNAFO NORTH,2010,RICE,130,1.3,169
BRONG AHAFO,ASUNAFO SOUTH,2010,RICE,110,1.37,150.7
BRONG AHAFO,KINTAMPO NORTH,2010,RICE,40,1.88,75.2
BRONG AHAFO,ATEBUBU -AMANTIN,2010,RICE,260,1.9,494
BRONG AHAFO,PRU,2010,RICE,110,1.7,187
BRONG AHAFO, SUNYANI MUNICIPAL ,2010,CASSAVA,"10,160.00",12,"121,920.00"
BRONG AHAFO,ASUTIFI,2010,CASSAVA,"13,620.00",16.83,"229,224.60"
BRONG AHAFO, WENCHI MUNICIPAL ,2010,CASSAVA,"9,570.00",14.12,"135,128.40"
BRONG AHAFO,DORMA AHENKRO,2010,CASSAVA,"15,000.00",14,"210,000.00"
BRONG AHAFO,BEREKUM,2010,CASSAVA,"8,170.00",16.29,"133,089.30"
BRONG AHAFO,TANO NORTH,2010,CASSAVA,"3,290.00",17.8,"58,562.00"
BRONG AHAFO,TANO SOUTH,2010,CASSAVA,"9,040.00",17.86,"161,454.40"
BRONG AHAFO,SENE,2010,CASSAVA,"20,050.00",14.28,"286,314.00"
BRONG AHAFO,NKORANZA,2010,CASSAVA,"6,920.00",18.19,"125,874.80"
BRONG AHAFO,TECHIMAN MUNICIPAL,2010,CASSAVA,"10,420.00",17.75,"184,955.00"
BRONG AHAFO,ASUNAFO NORTH,2010,CASSAVA,"4,100.00",15.4,"63,140.00"
BRONG AHAFO,ASUNAFO SOUTH,2010,CASSAVA,"13,600.00",15.3,"208,080.00"
BRONG AHAFO,JAMAN NORTH,2010,CASSAVA,"1,860.00",14.44,"26,858.40"
BRONG AHAFO,JAMAN SOUTH,2010,CASSAVA,"4,700.00",14.6,"68,620.00"
BRONG AHAFO,KINTAMPO NORTH,2010,CASSAVA,"4,540.00",18,"81,720.00"
BRONG AHAFO,KINTAMPO SOUTH,2010,CASSAVA,"3,580.00",17.92,"64,153.60"
BRONG AHAFO,ATEBUBU -AMANTIN,2010,CASSAVA,"20,790.00",13.33,"277,130.70"
BRONG AHAFO,PRU,2010,CASSAVA,"12,910.00",13.29,"171,573.90"
BRONG AHAFO,TAIN,2010,CASSAVA,"8,910.00",13.53,"120,552.30"
BRONG AHAFO, SUNYANI MUNICIPAL ,2010,YAM,360,19.6,"7,056.00"
BRONG AHAFO,ASUTIFI,2010,YAM,160,12.65,"2,024.00"
BRONG AHAFO, WENCHI MUNICIPAL ,2010,YAM,"9,930.00",17.15,"170,299.50"
BRONG AHAFO,DORMA AHENKRO,2010,YAM,920,14.75,"13,570.00"
BRONG AHAFO,BEREKUM,2010,YAM,"1,200.00",12.41,"14,892.00"
BRONG AHAFO,TANO NORTH,2010,YAM,290,11.75,"3,407.50"
BRONG AHAFO,TANO SOUTH,2010,YAM,650,13,"8,450.00"
BRONG AHAFO,SENE,2010,YAM,"23,180.00",19.25,"446,215.00"
BRONG AHAFO,NKORANZA,2010,YAM,"9,760.00",18.23,"177,924.80"
BRONG AHAFO,TECHIMAN MUNICIPAL,2010,YAM,"13,630.00",20.85,"284,185.50"
BRONG AHAFO,ASUNAFO NORTH,2010,YAM,90,13.87,"1,248.30"
BRONG AHAFO,ASUNAFO SOUTH,2010,YAM,110,13.72,"1,509.20"
BRONG AHAFO,JAMAN NORTH,2010,YAM,"9,130.00",15,"136,950.00"
BRONG AHAFO,JAMAN SOUTH,2010,YAM,"11,870.00",14.3,"169,741.00"
BRONG AHAFO,KINTAMPO NORTH,2010,YAM,"8,270.00",20.09,"166,144.30"
BRONG AHAFO,KINTAMPO SOUTH,2010,YAM,"7,570.00",21.59,"163,436.30"
BRONG AHAFO,ATEBUBU -AMANTIN,2010,YAM,"10,720.00",16.41,"175,915.20"
BRONG AHAFO,PRU,2010,YAM,"13,350.00",18,"240,300.00"
BRONG AHAFO,TAIN,2010,YAM,"7,930.00",17.01,"134,889.30"
UPPER WEST,WA WEST,2010,MAIZE,"4,880.00",1.4,"6,832.00"
UPPER WEST,WA EAST,2010,MAIZE,"7,500.00",1.5,"11,250.00"
UPPER WEST,WA MUNICIPAL,2010,MAIZE,"6,580.00",1.3,"8,554.00"
UPPER WEST,LAWRA,2010,MAIZE,"4,680.00",1,"4,680.00"
UPPER WEST,SISSALA EAST,2010,MAIZE,"9,180.00",2,"18,360.00"
UPPER WEST,SISSALA WEST,2010,MAIZE,"8,120.00",1.7,"13,804.00"
UPPER WEST,JIRAPA-LAMBUSSIE,2010,MAIZE,"4,210.00",1.4,"5,894.00"
UPPER WEST,NADOWLI,2010,MAIZE,"11,220.00",1.5,"16,830.00"
UPPER WEST,WA WEST,2010,RICE,"1,450.00",2.2,"3,190.00"
UPPER WEST,WA EAST,2010,RICE,750,2.08,"1,560.00"
UPPER WEST,WA MUNICIPAL,2010,RICE,440,1.4,616
UPPER WEST,LAWRA,2010,RICE,110,1.6,176
UPPER WEST,SISSALA EAST,2010,RICE,200,2.08,416
UPPER WEST,SISSALA WEST,2010,RICE,360,2.1,756
UPPER WEST,JIRAPA-LAMBUSSIE,2010,RICE,"1,010.00",1.35,"1,363.50"
UPPER WEST,NADOWLI,2010,RICE,250,1.66,415
UPPER WEST,WA WEST,2010,YAM,"4,830.00",11.52,"55,641.60"
UPPER WEST,WA EAST,2010,YAM,"5,180.00",21,"108,780.00"
UPPER WEST,WA MUNICIPAL,2010,YAM,"4,570.00",23.89,"109,177.30"
UPPER WEST,SISSALA EAST,2010,YAM,"2,550.00",13,"33,150.00"
UPPER WEST,SISSALA WEST,2010,YAM,"2,540.00",15.81,"40,157.40"
UPPER WEST,JIRAPA-LAMBUSSIE,2010,YAM,"1,290.00",13.9,"17,931.00"
UPPER WEST,NADOWLI,2010,YAM,"4,730.00",23,"108,790.00"
UPPER WEST,WA WEST,2010,SOYABEAN,"4,250.00",1.6,"6,800.00"
UPPER WEST,WA EAST,2010,SOYABEAN,"4,490.00",1.3,"5,837.00"
UPPER WEST,WA MUNICIPAL,2010,SOYABEAN,"4,600.00",1.4,"6,440.00"
UPPER WEST,LAWRA,2010,SOYABEAN,180,0.96,172.8
UPPER WEST,SISSALA EAST,2010,SOYABEAN,150,1.93,289.5
UPPER WEST,SISSALA WEST,2010,SOYABEAN,160,1.9,304
UPPER WEST,JIRAPA-LAMBUSSIE,2010,SOYABEAN,380,0.81,307.8
UPPER WEST,NADOWLI,2010,SOYABEAN,760,1,760
UPPER EAST,BUILSA,2010,MAIZE,"3,170.00",1.4,"4,438.00"
UPPER EAST,KASINA-NANKANA,2010,MAIZE,"4,470.00",1.15,"5,140.50"
UPPER EAST,BOLGATANGA MUNICIPAL,2010,MAIZE,"1,500.00",2.2,"3,300.00"
UPPER EAST,BAWKU MUNICIPAL,2010,MAIZE,"12,330.00",2.1,"25,893.00"
UPPER EAST,BAWKU WEST,2010,MAIZE,"6,140.00",1.4,"8,596.00"
UPPER EAST,BONGO,2010,MAIZE,450,1.2,540
UPPER EAST,GARU TEMPANE,2010,MAIZE,"5,660.00",1.6,"9,056.00"
UPPER EAST,TALENSI NABDAM,2010,MAIZE,"4,200.00",1.26,"5,292.00"
UPPER EAST,BUILSA,2010,RICE,"9,190.00",2.5,"22,975.00"
UPPER EAST,KASINA-NANKANA,2010,RICE,"11,620.00",3.4,"39,508.00"
UPPER EAST,BOLGATANGA MUNICIPAL,2010,RICE,"5,200.00",2.6,"13,520.00"
UPPER EAST,BAWKU MUNICIPAL,2010,RICE,"6,400.00",2.8,"17,920.00"
UPPER EAST,BAWKU WEST,2010,RICE,"5,615.60",2.8,"15,723.68"
UPPER EAST,BONGO,2010,RICE,"3,530.59",2.7,"9,532.59"
UPPER EAST,GARU TEMPANE,2010,RICE,"3,904.46",2.6,"10,151.60"
UPPER EAST,TALENSI NABDAM,2010,RICE,"1,900.00",3.1,"5,890.00"
UPPER EAST,BUILSA,2010,SOYABEAN,450,1,450
UPPER EAST,KASINA-NANKANA,2010,SOYABEAN,610,0.92,561.2
UPPER EAST,BOLGATANGA MUNICIPAL,2010,SOYABEAN,670,0.98,656.6
UPPER EAST,BAWKU MUNICIPAL,2010,SOYABEAN,"7,850.00",1.2,"9,420.00"
UPPER EAST,BAWKU WEST,2010,SOYABEAN,"7,900.00",0.9,"7,110.00"
UPPER EAST,BONGO,2010,SOYABEAN,140,0.9,126
UPPER EAST,GARU TEMPANE,2010,SOYABEAN,"2,100.00",0.8,"1,680.00"
UPPER EAST,TALENSI NABDAM,2010,SOYABEAN,"1,790.00",1.14,"2,040.60"
WESTERN,SHAMA AHANTA EAST,2010,COCOYAM,70,3.78,264.6
WESTERN,WEST AHANTA,2010,COCOYAM,210,4.45,934.5
WESTERN,MPORHOR WASSA EAST,2010,COCOYAM,"1,580.00",4.58,"7,236.40"
WESTERN,WASSA WEST,2010,COCOYAM,640,4.81,"3,078.40"
WESTERN,EAST NZEMA,2010,COCOYAM,150,4.32,648
WESTERN,JOMORO,2010,COCOYAM,110,3.48,382.8
WESTERN,AMENFI EAST,2010,COCOYAM,"1,300.00",5.85,"7,605.00"
WESTERN,AMENFI  WEST (WASSA AMENFI),2010,COCOYAM,950,3.9,"3,705.00"
WESTERN,AOWIN -SUAMAN,2010,COCOYAM,"5,100.00",4,"20,400.00"
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2010,COCOYAM,"7,970.00",5.81,"46,305.70"
WESTERN,SEFWI-WIAWSO,2010,COCOYAM,"9,330.00",6.1,"56,913.00"
WESTERN,BIA,2010,COCOYAM,"5,790.00",6.37,"36,882.30"
WESTERN,JUABESO,2010,COCOYAM,"6,210.00",6.34,"39,371.40"
WESTERN,SHAMA AHANTA EAST,2010,PLANTAIN,360,9.08,"3,268.80"
WESTERN,WEST AHANTA,2010,PLANTAIN,310,6.1,"1,891.00"
WESTERN,MPORHOR WASSA EAST,2010,PLANTAIN,"1,780.00",9.21,"16,393.80"
WESTERN,WASSA WEST,2010,PLANTAIN,"1,190.00",7.34,"8,734.60"
WESTERN,EAST NZEMA,2010,PLANTAIN,380,9.5,"3,610.00"
WESTERN,JOMORO,2010,PLANTAIN,320,10.48,"3,353.60"
WESTERN,AMENFI EAST,2010,PLANTAIN,"4,990.00",10.67,"53,243.30"
WESTERN,AMENFI  WEST (WASSA AMENFI),2010,PLANTAIN,"4,740.00",9.93,"47,068.20"
WESTERN,AOWIN -SUAMAN,2010,PLANTAIN,"8,390.00",10.64,"89,269.60"
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2010,PLANTAIN,"9,450.00",10.23,"96,673.50"
WESTERN,SEFWI-WIAWSO,2010,PLANTAIN,"11,890.00",9.65,"114,738.50"
WESTERN,BIA,2010,PLANTAIN,"7,130.00",9.85,"70,230.50"
